,Age_of_Car,Mileage,MPG,Resale_Price
7382,7,31961,18,624239
7383,2,39343,22,512559
7384,5,35504,30,367401
7385,6,41767,23,467223
7386,8,34911,28,330535
7387,3,31179,30,387314
7388,4,36549,31,354092
7389,7,32409,32,243459
7390,2,36383,24,464857
7391,3,39034,22,518518
7392,6,31817,22,482989
7393,6,31053,23,444074
7394,4,39048,22,521251
7395,4,30684,30,377812
7396,2,35022,20,575435
7397,4,36158,18,681245
7398,3,39763,20,623987
7399,6,32175,18,664222
7400,5,35096,24,505569
7401,6,32455,18,660254
7402,3,39901,19,636165
7403,7,36324,23,489829
7404,5,34410,31,269184
7405,5,39775,27,431478
7406,2,36749,22,556748
7407,2,36876,31,270848
7408,7,41097,29,328839
7409,4,31357,20,612233
7410,6,41252,22,453770
7411,4,40143,21,554126
7412,5,38670,20,525572
7413,2,41404,23,535067
7414,6,37312,19,630592
7415,6,37602,19,556960
7416,3,39659,22,554002
7417,2,40578,23,521489
7418,3,38974,22,490704
7419,8,38796,20,510541
7420,2,39586,23,517962
7421,7,33012,23,424461
7422,7,30216,24,414218
7423,6,34835,25,413521
7424,2,36890,27,401639
7425,3,32324,22,563761
7426,8,40528,18,543076
7427,7,37443,23,505339
7428,7,36290,20,542660
7429,2,36251,22,538431
7430,2,41557,27,380548
7431,7,32217,22,535766
7432,2,35266,29,332424
7433,2,31984,25,464591
7434,6,40560,29,368635
7435,7,34787,19,561014
7436,2,39077,33,294533
7437,4,41892,31,249713
7438,2,33509,28,350899
7439,2,33518,30,304952
7440,7,35678,27,395360
7441,2,33481,20,569852
7442,3,37121,27,417015
7443,2,33629,22,538686
7444,3,33604,23,509440
7445,2,30367,27,437930
7446,5,30630,24,455222
7447,3,35861,32,323030
7448,4,37839,29,389987
7449,2,35728,28,372926
7450,3,36311,19,584754
7451,6,31144,19,536157
7452,2,38536,25,434989
7453,5,34341,32,247835
7454,2,30319,21,532946
7455,6,33902,31,277178
7456,3,38640,30,308448
7457,4,32299,32,323206
7458,6,40543,18,574971
7459,6,35247,27,408558
7460,4,31699,26,480618
7461,4,40036,19,570638
7462,5,35648,26,471952
7463,2,33493,22,510379
7464,5,40083,26,429711
7465,4,30064,24,498194
7466,6,33022,19,612225
7467,6,38119,22,492154
7468,7,32254,32,260678
7469,2,32306,18,688516
7470,5,34806,30,325010
7471,6,32156,31,280423
7472,2,32697,21,550632
7473,6,30940,18,565029
7474,2,39997,24,451152
7475,3,34157,29,375102
7476,3,34499,26,451315
7477,7,30516,23,475596
7478,2,37119,33,290803
7479,8,30134,27,366950
7480,5,41029,26,402877
7481,3,39678,21,608548
7482,6,35951,31,240402
7483,4,30128,32,282987
7484,6,40618,23,522588
7485,4,39729,26,433670
7486,3,34830,18,645952
7487,7,41331,25,464549
7488,2,30474,23,556912
7489,6,35711,21,553538
7490,7,35594,26,448164
7491,8,36995,26,343619
7492,8,39561,21,483421
7493,3,41448,26,426776
7494,2,33383,28,436824
7495,2,31415,31,306312
7496,5,35569,25,479010
7497,2,30398,25,427547
7498,5,32029,27,385186
7499,6,39526,18,641619
7500,2,36317,19,614281
7501,2,32756,21,592573
7502,2,38951,25,471562
7503,5,41154,31,300799
7504,4,37810,24,446879
7505,3,30115,28,403288
7506,4,37253,22,489396
7507,2,37780,31,345405
7508,6,30084,33,216100
7509,6,37800,21,520201
7510,2,31675,31,274744
7511,3,31337,33,319060
7512,7,39585,23,478185
7513,7,33715,23,516886
7514,2,37366,27,418631
7515,3,31676,31,350592
7516,4,34389,28,429531
7517,2,37198,25,508486
7518,6,39199,31,335739
7519,7,34170,20,515586
7520,6,40962,19,614226
7521,2,38414,22,583573
7522,3,39913,32,308201
7523,5,39307,24,510218
7524,3,33047,23,570318
7525,6,32589,30,326610
7526,3,36665,24,479595
7527,6,35953,21,542873
7528,7,40491,20,514525
7529,2,31653,22,515827
7530,6,38498,31,306817
7531,2,33448,29,343483
7532,5,40128,29,302090
7533,6,40187,29,340982
7534,2,39979,18,644408
7535,5,38757,22,566105
7536,4,34579,21,583763
7537,2,34209,26,422946
7538,7,35941,21,570883
7539,4,38421,32,289346
7540,7,37314,20,551221
7541,3,31517,27,456374
7542,3,30654,20,553092
7543,3,36807,24,477122
7544,7,30575,33,239692
7545,8,41785,30,269504
7546,4,40460,30,349806
7547,2,36970,18,603239
7548,5,32920,30,350890
7549,6,38373,23,476999
7550,3,33872,24,538489
7551,5,31898,33,254253
7552,3,41267,26,392343
7553,7,37625,22,445208
7554,8,36733,33,260619
7555,2,33857,28,360554
7556,2,32461,19,575610
7557,2,33240,28,346997
7558,8,36828,29,338522
7559,6,41277,32,251742
7560,3,41878,25,431971
7561,4,31314,32,314643
7562,2,38420,26,432990
7563,2,39717,21,556524
7564,7,39346,28,349299
7565,5,36482,30,293489
7566,3,33191,28,392903
7567,6,32679,31,332522
7568,7,33093,32,222156
7569,2,34603,21,559451
7570,7,39742,29,269993
7571,5,30110,25,429671
7572,6,40677,18,607476
7573,7,30447,27,348591
7574,3,35378,32,316479
7575,8,39314,31,231774
7576,8,38978,23,420328
7577,6,30074,31,285515
7578,2,31412,23,516741
7579,3,37625,18,683407
7580,6,31691,33,216071
7581,2,34402,30,394663
7582,5,40066,31,267928
7583,7,36516,25,402033
7584,2,39417,31,312237
7585,6,39207,22,506394
7586,2,34710,18,660276
7587,3,33772,31,325580
7588,3,36829,26,457519
7589,6,40260,26,458072
7590,3,35814,23,514814
7591,3,36553,23,503539
7592,3,39010,25,474891
7593,4,33973,28,368374
7594,3,34916,22,512568
7595,6,33650,21,574106
7596,3,39255,25,422779
7597,8,30254,25,448018
7598,4,34141,29,344115
7599,6,34859,32,228281
7600,2,38623,23,540443
7601,6,35219,23,532074
7602,5,34557,20,598416
7603,7,31465,29,302625
7604,5,36086,32,252554
7605,6,34532,32,236734
7606,3,32969,19,612839
7607,2,39186,19,619835
7608,2,32884,20,589203
7609,3,41695,28,358417
7610,3,41239,30,345193
7611,2,30816,21,605053
7612,6,34382,29,364779
7613,4,35197,22,476151
7614,5,36674,20,622500
7615,7,38712,31,240615
7616,2,34206,32,345561
7617,3,34750,20,605618
7618,2,30176,22,554315
7619,3,36030,20,577854
7620,4,41684,25,423289
7621,2,30062,29,331497
7622,7,40739,33,267332
7623,2,40416,28,443886
7624,4,40641,21,570713
7625,3,39827,23,458906
7626,5,37674,26,401564
7627,3,36487,18,606838
7628,2,40852,28,440286
7629,8,38744,33,243869
7630,3,32335,29,337302
7631,2,35560,23,575917
7632,5,41826,33,229523
7633,2,39860,30,350795
7634,8,35155,25,380469
7635,3,35510,26,493217
7636,6,41827,21,515560
7637,4,41756,30,348900
7638,2,39608,21,589931
7639,2,35236,28,401173
7640,3,35889,21,563031
7641,2,34089,20,563834
7642,7,35237,19,629145
7643,3,40639,20,623788
7644,6,31539,27,415892
7645,4,39551,31,278537
7646,7,30901,26,449155
7647,2,31936,27,395701
7648,5,36923,24,516547
7649,2,34017,18,633142
7650,2,35087,19,645951
7651,4,36263,29,397715
7652,6,35944,21,564584
7653,7,35463,33,247538
7654,8,41867,18,535490
7655,3,36620,24,533322
7656,6,35559,23,526228
7657,5,39121,26,365819
7658,8,31665,23,485072
7659,2,33282,25,524743
7660,2,37760,29,413221
7661,3,30061,18,687879
7662,2,33062,31,316469
7663,2,33539,29,427392
7664,2,34740,30,310507
7665,2,32885,24,544038
7666,2,34613,28,384059
7667,6,36679,26,442377
7668,3,36073,26,400286
7669,3,41891,22,498082
7670,6,35540,28,312600
7671,7,40595,22,497827
7672,6,37370,20,532277
7673,8,37813,23,427719
7674,6,38967,20,548962
7675,7,38845,25,442751
7676,7,36583,27,427121
7677,6,31421,19,600639
7678,3,39095,18,625535
7679,7,40990,31,248282
7680,7,39177,30,297630
7681,8,36912,18,573657
7682,2,35527,32,301349
7683,2,35397,24,552666
7684,6,32270,26,363833
7685,6,32077,33,291187
7686,4,33846,28,399259
7687,2,34788,22,553800
7688,7,37213,31,316779
7689,2,38560,30,390016
7690,5,39533,26,456707
7691,7,32016,21,530448
7692,4,33003,21,528800
7693,6,33728,20,546850
7694,5,32398,26,476108
7695,3,37691,18,593670
7696,7,33622,18,633113
7697,5,37993,22,520360
7698,4,33812,26,377716
7699,6,41637,33,206495
7700,6,34499,27,359394
7701,2,31764,27,476039
7702,3,34655,19,628300
7703,6,32084,26,404563
7704,2,37364,32,306854
7705,2,34564,32,317921
7706,7,38530,33,180460
7707,5,38907,30,354740
7708,6,40677,31,272974
7709,4,32065,32,232315
7710,5,39290,20,615196
7711,4,30190,27,464132
7712,2,39197,32,245440
7713,2,30395,33,327095
7714,2,41549,33,221267
7715,2,34667,21,573844
7716,6,41009,21,508817
7717,8,30846,19,542153
7718,6,34683,18,598809
7719,5,36754,29,360797
7720,4,38562,19,608209
7721,3,31766,32,290399
7722,5,39831,25,424389
7723,5,37798,33,223853
7724,8,37587,33,208026
7725,4,35000,33,251027
7726,5,30506,32,328429
7727,5,41081,25,464041
7728,3,38851,31,270090
7729,8,40563,26,338697
7730,3,35445,27,412209
7731,2,40969,30,353729
7732,3,37567,28,389240
7733,5,37697,26,401204
7734,8,31655,32,192687
7735,2,39682,31,369011
7736,3,37617,32,251227
7737,2,32946,30,303539
7738,2,39529,31,304529
7739,5,37095,28,398193
7740,7,38975,30,332992
7741,2,37791,19,644696
7742,2,39198,32,268332
7743,2,33746,29,370171
7744,2,30642,22,523617
7745,6,40606,19,572667
7746,2,34710,28,352911
7747,3,36838,29,316136
7748,2,41268,19,577344
7749,7,34869,23,524584
7750,2,39722,20,614819
7751,6,33560,29,336175
7752,2,35729,28,414416
7753,7,36708,33,242419
7754,6,33312,31,310659
7755,4,35132,23,506995
7756,5,40804,31,282654
7757,4,32879,18,645737
7758,5,32434,32,252963
7759,6,30661,19,602343
7760,8,35651,27,329215
7761,2,37762,26,480490
7762,7,39700,22,535905
7763,3,40860,27,441969
7764,3,37063,27,427067
7765,2,32403,29,353541
7766,4,41741,20,536051
7767,7,39406,32,196510
7768,3,35634,31,260341
7769,2,35001,26,399589
7770,7,32512,26,381185
7771,2,33958,20,640320
7772,3,36807,19,618772
7773,4,31829,21,543404
7774,2,37813,18,623543
7775,3,37921,29,318072
7776,3,37785,23,464009
7777,4,41988,18,650070
7778,7,36820,32,267732
7779,2,37437,26,453741
7780,8,30205,28,372291
7781,3,39414,27,407802
7782,8,33795,28,306028
7783,6,36860,20,549028
7784,2,33847,25,441865
7785,2,39298,22,530519
7786,4,38259,20,611531
7787,3,31114,20,601223
7788,6,39216,26,396401
7789,6,32652,19,593336
7790,6,37336,18,636970
7791,6,39239,18,589072
7792,4,39546,25,421673
7793,3,34215,27,455781
7794,8,37900,22,521352
7795,2,38784,25,420365
7796,8,34054,29,305558
7797,6,35242,26,419445
7798,2,30442,30,404619
7799,7,34019,31,301319
7800,5,32088,23,510375
7801,2,36978,28,346300
7802,6,31177,29,311989
7803,8,37364,19,513840
7804,2,33013,31,350532
7805,8,35483,23,479404
7806,2,38056,26,449251
7807,3,39392,29,353457
7808,6,36500,28,369127
7809,2,38783,21,558806
7810,8,31022,31,289836
7811,2,40688,29,331100
7812,4,34762,19,651379
7813,2,39930,23,570477
7814,5,34199,23,444163
7815,4,35206,24,466692
7816,6,34453,32,274936
7817,4,33865,29,405543
7818,4,36187,20,625196
7819,2,39537,32,241043
7820,6,36222,24,450306
7821,2,36206,32,287192
7822,6,32651,30,279305
7823,6,39611,19,533197
7824,5,31600,32,259496
7825,3,30683,19,652447
7826,3,35223,23,493737
7827,8,41927,21,519404
7828,4,40209,22,575185
7829,6,30655,30,307226
7830,2,30321,29,401580
7831,2,34593,29,398410
7832,6,31371,26,435395
7833,4,32433,18,632417
7834,2,40383,26,462606
7835,2,40372,22,508447
7836,3,33661,28,342914
7837,8,39758,27,351011
7838,8,33006,19,571080
7839,4,32413,33,261123
7840,2,38919,32,337510
7841,4,34773,33,214250
7842,7,34122,30,303744
7843,4,33986,19,630091
7844,3,30139,23,490785
7845,3,36268,28,352048
7846,3,34545,30,388003
7847,6,40802,30,288874
7848,2,40660,19,634389
7849,2,31586,33,249034
7850,6,32848,21,527700
7851,3,34174,19,594961
7852,2,41881,23,477694
7853,2,38877,28,424202
7854,8,41281,22,525955
7855,2,39386,23,478723
7856,3,31888,21,613714
7857,3,35573,20,541324
7858,2,34961,20,631333
7859,3,30784,27,406852
7860,4,36972,30,330160
7861,7,35188,22,541811
7862,6,31150,18,638131
7863,3,35934,24,472734
7864,3,36550,33,283945
7865,6,38978,20,519302
7866,2,36608,24,455270
7867,3,38757,20,544574
7868,6,33966,26,440206
7869,6,33002,31,303668
7870,3,30218,20,639949
7871,7,40067,21,548299
7872,7,35364,21,576143
7873,6,36008,30,348809
7874,3,30339,33,252852
7875,6,33561,20,576041
7876,4,30141,33,244956
7877,3,32114,33,279204
7878,2,31409,33,269439
7879,4,36921,28,422505
7880,8,31367,28,396243
7881,3,41382,30,362094
7882,7,35554,31,328579
7883,2,38622,19,612483
7884,2,35474,31,336189
7885,5,34223,32,237747
7886,4,38463,25,471019
7887,5,30074,22,498423
7888,6,35545,22,495058
7889,2,39831,23,538100
7890,5,31281,21,578645
7891,2,38424,32,325973
7892,5,39419,22,540899
7893,2,32936,19,659018
7894,2,41362,30,338874
7895,2,38147,31,365682
7896,2,39713,18,694734
7897,4,36568,18,602602
7898,7,38371,22,455970
7899,3,35691,18,650054
7900,5,38875,21,543286
7901,3,36365,27,425127
7902,2,35437,21,601725
7903,5,36342,20,585226
7904,2,41324,18,677486
7905,6,30806,21,571309
7906,6,30904,27,397959
7907,4,36070,20,549156
7908,6,30390,30,313919
7909,2,32475,21,625981
7910,4,36970,24,493670
7911,7,33005,29,381280
7912,8,33126,24,416225
7913,7,38692,31,244776
7914,6,30788,29,346596
7915,2,32255,19,599206
7916,6,32284,27,393734
7917,6,34494,29,379738
7918,2,37734,26,442188
7919,5,38977,26,430323
7920,6,30452,21,547055
7921,3,35462,19,563727
7922,2,32941,32,316600
7923,3,36803,32,276360
7924,8,30410,32,275557
7925,7,32926,20,497806
7926,4,34674,22,534247
7927,6,37094,27,406365
7928,8,40237,29,312289
7929,6,36290,32,288499
7930,3,32416,28,395734
7931,2,32949,20,560987
7932,6,34882,28,341841
7933,6,40390,26,427823
7934,3,30926,32,292219
7935,6,41625,31,275829
7936,5,33152,22,502510
7937,5,30384,28,364157
7938,2,40969,25,508676
7939,2,35338,28,452657
7940,7,38447,23,500890
7941,2,37956,21,577299
7942,4,41016,30,310038
7943,2,40319,30,351474
7944,5,32653,25,486989
7945,3,39118,31,258394
7946,4,36966,31,328812
7947,8,31812,32,211431
7948,8,36567,28,342047
7949,2,39156,26,446915
7950,8,36858,33,244303
7951,2,33293,33,276828
7952,2,32640,24,479628
7953,7,31885,28,361357
7954,5,32502,29,318484
7955,3,41892,28,375661
7956,8,40483,23,451161
7957,6,31432,29,344220
7958,4,35622,26,467519
7959,3,37938,33,314780
7960,7,40879,30,317360
7961,2,31338,32,347411
7962,3,41904,22,557812
7963,6,39721,26,405954
7964,2,33591,30,382905
7965,3,40456,20,582315
7966,8,36099,27,355259
7967,3,36438,31,336786
7968,2,38164,21,534080
7969,3,31783,22,590357
7970,2,30774,23,545743
7971,2,37395,19,619929
7972,6,34341,24,432080
7973,8,33980,29,273532
7974,4,30812,22,484888
7975,7,41680,25,410352
7976,4,36411,30,344304
7977,3,35668,19,583182
7978,6,30869,23,539214
7979,3,33926,27,365692
7980,2,33533,27,435010
7981,2,41199,22,563409
7982,4,32592,33,291717
7983,5,36432,30,302084
7984,7,30366,28,382088
7985,4,38909,26,394232
7986,6,37123,23,500646
7987,7,34621,33,220428
7988,4,40824,21,599628
7989,3,31038,31,284903
7990,2,39059,18,676557
7991,6,41185,24,425948
7992,6,39085,33,229543
7993,3,36053,31,269342
7994,6,33836,32,311980
7995,2,37687,29,377498
7996,7,35057,20,566979
7997,5,31015,26,422415
7998,3,34036,18,597863
7999,2,38123,18,602002
8000,8,37996,18,600761
8001,7,40015,22,477814
8002,6,31234,30,272886
8003,5,31112,24,519813
8004,2,37795,29,318694
8005,2,40149,25,481267
8006,8,35004,33,202220
8007,6,35623,30,334130
8008,4,36978,24,464098
8009,2,31263,22,541797
8010,8,30221,20,588383
8011,6,40888,29,317420
8012,3,30166,33,312569
8013,4,39406,32,240205
8014,5,36774,24,497258
8015,6,34166,32,248567
8016,7,40433,25,460176
8017,7,38901,28,376168
8018,6,37361,21,510285
8019,5,38429,25,396598
8020,6,30966,25,459501
8021,6,33907,26,362212
8022,2,31391,27,459825
8023,4,30236,31,291779
8024,4,32878,21,583520
8025,2,31180,27,409508
8026,2,32465,27,443323
8027,2,40279,28,380518
8028,6,32686,19,561022
8029,7,34817,23,428019
8030,5,39031,29,305159
8031,3,34993,33,301251
8032,5,35605,30,276548
8033,2,34941,32,253997
8034,8,39620,31,299542
8035,5,32202,18,656349
8036,3,38406,22,498220
8037,7,40572,27,323551
8038,6,31325,32,250217
8039,3,32476,19,639249
8040,5,37092,29,326234
8041,4,40460,19,582687
8042,6,40739,32,235090
8043,6,41349,28,349281
8044,5,37947,26,452470
8045,5,36356,29,352894
8046,2,37883,28,410242
8047,3,34662,31,323863
8048,2,38638,28,406509
8049,5,35737,29,290897
8050,2,35633,20,569715
8051,6,32385,20,617256
8052,6,37647,25,478860
8053,2,34519,23,563028
8054,5,41020,20,565973
8055,5,34948,32,275795
8056,4,38531,22,569007
8057,5,38922,25,459116
8058,4,38095,26,413730
8059,8,41319,29,274245
8060,2,34242,20,561393
8061,6,41629,23,457596
8062,6,32477,19,615886
8063,2,37169,28,416565
8064,2,32197,33,229184
8065,6,30041,26,376309
8066,2,40058,23,567597
8067,6,30174,20,578566
8068,2,36487,33,306720
8069,2,30522,32,287387
8070,8,39722,24,478004
8071,3,38946,26,403986
8072,8,38818,25,413060
8073,2,32361,21,619995
8074,4,31266,26,427680
8075,6,33872,30,280843
8076,3,33716,20,572174
8077,6,33021,22,560233
8078,3,30337,18,616623
8079,4,40585,23,460530
8080,3,38417,25,455567
8081,3,35417,29,398667
8082,2,30893,28,452631
8083,2,39219,20,604476
8084,6,39148,24,406920
8085,4,39558,23,500466
8086,2,40024,20,628617
8087,6,32176,32,212775
8088,6,36249,27,330123
8089,2,37303,19,677104
8090,2,41128,21,548825
8091,8,31064,29,329774
8092,2,35864,19,635222
8093,3,40594,28,421511
8094,2,37028,32,338496
8095,6,40631,21,555017
8096,3,40370,29,319534
8097,6,40725,31,296292
8098,2,30772,27,472522
8099,3,30010,29,388795
8100,7,38120,33,184896
8101,2,41891,24,535710
8102,6,40084,26,383407
8103,8,30747,26,399320
8104,4,36770,33,268898
8105,4,33529,26,382588
8106,7,33148,24,456402
8107,2,34860,25,427382
8108,4,30796,32,297116
8109,5,30130,25,444072
8110,4,33464,23,470341
8111,6,33537,18,609983
8112,6,33069,18,571746
8113,5,41496,25,394572
8114,5,33133,32,241024
8115,6,30922,32,221788
8116,5,33095,26,447727
8117,2,38274,32,262257
8118,6,41639,33,264809
8119,8,33609,28,367301
8120,6,39377,31,317970
8121,2,32675,25,526678
8122,5,34988,30,303048
8123,2,35292,32,345096
8124,3,38267,20,623534
8125,8,31062,31,287973
8126,6,36178,33,197069
8127,3,30435,24,517174
8128,6,32002,20,607056
8129,8,37910,23,472991
8130,4,35605,28,334707
8131,2,30210,31,314942
8132,7,41439,19,556517
8133,6,38925,24,442976
8134,6,30469,24,517103
8135,8,34264,24,424092
8136,2,34541,28,390665
8137,2,40735,30,385178
8138,2,31183,26,418665
8139,6,34242,29,287147
8140,2,32174,29,340492
8141,6,35773,25,380317
8142,2,34764,30,317396
8143,6,35183,29,377867
8144,3,31999,31,321539
8145,7,32170,30,248095
8146,4,41396,22,527223
8147,8,32370,19,553013
8148,6,36729,28,410836
8149,8,39782,24,455267
8150,3,34638,24,478932
8151,5,36453,25,489973
8152,7,30893,23,489347
8153,2,34014,33,319065
8154,2,32104,19,594280
8155,3,34693,28,392978
8156,2,30928,28,392064
8157,6,31829,25,491485
8158,3,34204,18,667784
8159,3,38363,18,626290
8160,5,39406,21,566626
8161,7,34163,20,597878
8162,2,34583,29,411432
8163,3,33614,18,670599
8164,2,34580,26,458844
8165,3,40693,19,622533
8166,4,40133,21,498166
8167,2,32844,21,610391
8168,2,39657,23,557572
8169,5,35594,25,487705
8170,2,33121,25,451720
8171,6,37756,23,452114
8172,2,30913,25,505767
8173,8,36606,21,463758
8174,5,38943,32,276092
8175,5,39989,27,431933
8176,3,34665,30,381821
8177,7,30217,24,459974
8178,8,40343,26,391098
8179,6,41904,20,588314
8180,2,38725,18,622735
8181,2,41869,27,410102
8182,2,30078,18,636360
8183,2,33803,26,422305
8184,8,37506,19,571929
8185,6,32639,29,319778
8186,4,37535,30,368821
8187,5,40417,24,517157
8188,3,37540,18,618408
8189,2,40520,32,325933
8190,8,35306,29,300108
8191,3,37062,22,548218
8192,8,33084,32,259181
8193,3,36493,25,458770
8194,5,34310,22,497571
8195,2,38498,21,617450
8196,2,39904,21,607018
8197,5,35424,26,456740
8198,3,41768,33,260302
8199,3,36010,22,526988
8200,2,31835,22,525360
8201,3,36784,31,320821
8202,2,32269,20,579097
8203,6,31547,20,579348
8204,7,37923,26,403471
8205,2,30120,31,344610
8206,4,31298,30,384172
8207,2,32016,31,280543
8208,2,33016,29,377136
8209,6,31137,29,388648
8210,5,35923,26,376728
8211,2,35637,20,567951
8212,4,36929,32,308200
8213,5,37121,24,448771
8214,6,34127,24,505292
8215,6,38357,27,422321
8216,7,38939,31,254079
8217,3,31691,33,238939
8218,8,34039,27,344339
8219,3,39708,24,445133
8220,5,32724,18,627929
8221,6,31911,30,365832
8222,6,37370,20,540168
8223,2,37694,19,585138
8224,4,31819,32,277740
8225,6,34866,22,541497
8226,2,35254,19,649826
8227,6,40736,27,336663
8228,4,31655,32,257721
8229,6,40066,28,352338
8230,5,33190,24,480567
8231,4,36778,26,421828
8232,8,41048,25,444617
8233,6,40525,27,326136
8234,2,36417,22,527623
8235,2,35825,28,452173
8236,3,41459,31,335334
8237,5,40981,23,517353
8238,3,34049,27,461158
8239,6,35569,18,564568
8240,3,39170,26,431755
8241,3,32793,29,334138
8242,2,34927,18,689006
8243,3,36640,33,310134
8244,6,34221,20,566636
8245,7,41835,26,368551
8246,5,39462,27,427974
8247,6,41514,27,408367
8248,3,37640,22,519212
8249,2,39139,30,355559
8250,7,30986,22,486114
8251,7,33119,21,535903
8252,8,40928,21,460133
8253,2,30880,20,622533
8254,3,30353,29,415169
8255,7,35853,19,561840
8256,8,40229,26,352929
8257,6,41344,23,532692
8258,3,32735,19,565952
8259,7,33875,18,601847
8260,4,36608,27,373513
8261,2,38666,33,282139
8262,2,37355,29,375606
8263,7,35274,30,339915
